"idcom";"medIncome_EMP";"medIncome_OUV";"medIncome_INT";"medIncome_ART";"medIncome_CAD";"avgIncome_EMP";"avgIncome_OUV";"avgIncome_INT";"avgIncome_ART";"avgIncome_CAD";"stdIncome_EMP";"stdIncome_OUV";"stdIncome_INT";"stdIncome_ART";"stdIncome_CAD";"share_EMP";"share_OUV";"share_INT";"share_ART";"share_CAD";"distribution";"optgaussian";"optlognormal";"year"
"91272";37536.2450619685;43631.4562104162;43997.3748167337;50747.7590705144;68853.7974966666;58745.4866072978;66491.1628746718;61748.7953013891;62802.5209838888;70096.536498079;70722.596210596;76460.6196118255;60806.5836973064;45786.0977826001;13377.914731404;0.059546117010202;0.236622943993337;0.499479491984177;0.16208619612742;0.0422652508848636;"lognormal";-5.98543375740996e-11;-9.85681227806967e-13;2011
"91275";23554.132642759;47179.9015238478;56236.2577228928;70842.7400700839;90103.9163074038;23554.132642759;47179.9015238478;56236.2577228928;70842.7400700839;90103.9163074038;9961.82260020042;7273.17803162924;9604.47868731236;7601.97563315742;1412.55469197315;0.404040404040404;0.252525252525253;0.132090132090132;0.167055167055167;0.0442890442890443;"gaussian";-3.62689888056316e-12;-4.65066681084233e-12;2011
"91286";6277.05956212666;6522.47810181799;18136.7347077087;18291.162254469;35175.3059518085;33455.9906711251;29038.2650647297;18854.8511881963;63085.6152242911;37504.7109326142;175149.855889629;125975.768151758;5358.12610742791;208233.885622662;13873.2415696573;0.342864502833591;0.0468830499742401;0.381761978361669;0.0407006697578568;0.187789799072643;"lognormal";-7.35764745583454e-11;-9.8477720050922e-12;2011
"91312";23111.5113082081;37006.5421426743;48788.9510805905;69916.6270703822;91219.3509125859;23111.5113082081;37006.5421426743;48788.9510805905;69916.6270703822;91219.3509125859;9853.75770559907;3094.48052170873;8310.81046640873;7282.75037801266;4448.84879229963;0.383501883799326;0.0507634344636129;0.273844933571287;0.201070791195717;0.0908189569700575;"gaussian";-7.10913209009689e-13;-9.04429556815614e-13;2011
"91315";26633.3056363428;34192.3965967078;35965.3339549367;36537.2821009054;51534.7928768532;42319.0989977072;47079.5073058555;52882.8748557452;41268.8266201288;53385.1915554819;52256.3765638671;44560.5316378531;57006.4393000365;21671.7606618885;14433.8448928946;0.0385611510791367;0.178129496402878;0.277122302158273;0.162302158273381;0.343884892086331;"lognormal";-6.66175479435194e-12;-5.0465514205193e-12;2011
"91326";16198.4016808122;24965.2593409121;40158.0277243257;53895.8701933473;58477.6649309695;16198.4016808122;24965.2593409121;40158.0277243257;53895.8701933473;58477.6649309695;9256.30271454155;6575.02985741198;6774.48371101916;4725.33124062419;6363.54545615613;0.29043392504931;0.266272189349112;0.24741124260355;0.0355029585798817;0.160379684418146;"gaussian";-9.22878767190205e-13;-1.70489047866002e-12;2011
"91330";27926.4191881005;30908.1535628178;33576.3136091657;33723.3797036663;55160.6933837435;33782.616831632;31649.0823867958;51256.0824570616;46280.0985441323;57987.1471216694;22996.4224705904;6971.32102880084;59119.6092818282;43496.6391858946;18799.4914620897;0.248315005321036;0.0354735721887194;0.14792479602696;0.211777225966655;0.35650940049663;"lognormal";-6.52237147750099e-12;-4.33085559152757e-12;2011
"91333";22758.9368642985;40620.5353512025;50012.8151550128;61552.1572501753;72898.1255919225;22758.9368642985;40620.5353512025;50012.8151550128;61552.1572501753;72898.1255919225;9716.84184427932;5726.19106328251;2852.35670340042;8059.59523100513;3831.91228029959;0.299952312827849;0.228898426323319;0.0648545541249404;0.30138292799237;0.104911778731521;"gaussian";-3.88913470345024e-13;-1.40498548064299e-11;2011
"91338";22790.9456526766;43896.0498648628;52823.6170762127;61130.6323446658;76485.8760331413;22790.9456526766;43896.0498648628;52823.6170762127;61130.6323446658;76485.8760331413;8910.77865084278;7309.10466128794;2190.74275058525;5071.39122943956;6192.44410398966;0.314348646947766;0.257079924480806;0.0594713656387665;0.155129011957206;0.213971050975456;"gaussian";-8.96227567630755e-13;-8.63084152698938e-12;2011
"91339";19390.7817806395;32798.96636411;50589.2831318567;57731.0492547079;70309.6832544135;19390.7817806395;32798.96636411;50589.2831318567;57731.0492547079;70309.6832544135;9674.87305560343;7519.59796797018;7877.48631826012;3009.12565488502;5888.23421486543;0.268163024217366;0.210277613703485;0.278204370939161;0.0634967513290018;0.179858239810986;"gaussian";-1.79363108485453e-12;-2.25360568378546e-12;2011
"91340";22626.9983355863;28494.5784114374;43067.5812556367;53366.5697724158;65360.582464692;22626.9983355863;28494.5784114374;43067.5812556367;53366.5697724158;65360.582464692;9036.49001041994;1933.7978068972;7328.07658991025;4985.28750299497;6103.7406311255;0.345431145431145;0.0200772200772201;0.295495495495495;0.159073359073359;0.17992277992278;"gaussian";-7.54261287905562e-13;-4.16462033793443e-12;2011
"91345";16041.9790310629;27726.4749390513;37612.9660100072;43967.9325171557;59060.8319957121;16041.9790310629;27726.4749390513;37612.9660100072;43967.9325171557;59060.8319957121;7314.01266196508;8072.66447231891;2839.04455144847;5932.18370466337;5421.38944625067;0.286249086924763;0.294831994156318;0.0304054054054054;0.193845872899927;0.194667640613587;"gaussian";-2.3292396457049e-13;-4.75562569157359e-12;2011
"91347";36880.8745740967;41482.7378663023;42712.1404578127;43256.1973402784;53807.1357089592;53402.831199208;62435.7532150889;64395.3546522516;62421.0837567976;54188.236309014;55924.0349217929;70232.0952123052;72656.5822178693;64942.1865879334;6460.81834928121;0.0612745098039216;0.214460784313725;0.252450980392157;0.348039215686274;0.123774509803922;"lognormal";-2.61065479197401e-12;-2.52111656113293e-12;2011
"91359";16932.8202497012;30305.9913565084;37944.6104314797;41589.2411841563;55441.5661860917;16932.8202497012;30305.9913565084;37944.6104314797;41589.2411841563;55441.5661860917;6178.67808279512;2664.30749693385;7872.22129188359;2629.70753959226;6222.77331871682;0.34272997032641;0.120178041543027;0.247774480712166;0.0660237388724036;0.223293768545994;"gaussian";-4.46556715312326e-13;-8.53792483901421e-12;2011
"91363";21309.0984118523;43553.0387432799;53602.1657238333;61841.9496020665;77698.0087651951;21309.0984118523;43553.0387432799;53602.1657238333;61841.9496020665;77698.0087651951;8977.95512497624;8073.99090323885;3274.17969585679;5088.84813907265;6680.78719231196;0.316468253968254;0.282738095238095;0.058531746031746;0.134920634920635;0.20734126984127;"gaussian";-2.35554688365096e-13;-5.70121018736283e-12;2011
"91376";21870.7145074822;43124.4827175212;50463.3216833785;58162.5459432904;72083.1800501121;21870.7145074822;43124.4827175212;50463.3216833785;58162.5459432904;72083.1800501121;8861.59739326042;7368.91463588863;3090.20730569875;5935.8126832048;5695.36294445415;0.338180307436643;0.294142085583714;0.0311591192355629;0.198587453261321;0.137931034482759;"gaussian";-7.54344830806473e-13;-4.38647923134699e-12;2011
"91377";22319.1671214968;29763.3050976858;30438.731337185;30925.25343924;30965.0955874369;22448.0102953518;44626.2957509745;37048.9030799108;58611.6949899985;36589.760776653;2415.51885816211;49856.1685184327;25707.9402086653;94363.8666678265;23033.7034169486;0.0193554154932725;0.143578740333467;0.279915962630191;0.280184167001922;0.276965714541147;"lognormal";-1.24266262492269e-12;-1.0086988690141e-12;2011
"91386";20566.111727154;38146.5192434701;56647.1805607617;69289.247476901;80935.223191987;20566.111727154;38146.5192434701;56647.1805607617;69289.247476901;80935.223191987;8371.93955606076;7487.41809247592;8256.3576014548;3885.71265051114;5870.19300259846;0.300216316440049;0.278584672435105;0.250154511742892;0.0539245982694685;0.117119901112485;"gaussian";-2.01412626748417e-12;-2.80238953669022e-12;2011
"91390";18156.0644909739;34894.1803518385;47777.9095880389;48797.2020691186;63893.0598272085;18156.0644909739;34894.1803518385;47777.9095880389;48797.2020691186;63893.0598272085;7173.17511595786;6395.98547014594;5967.26171968877;6102.76830846071;5546.08739680052;0.32470892626132;0.313712807244502;0.0633893919793014;0.190168175937904;0.108020698576973;"gaussian";-2.71833365370969e-14;-3.29220914568057e-12;2011
"91405";17508.069147325;35976.9526437715;47409.9557234771;53916.6898177891;65785.6066679875;17508.069147325;35976.9526437715;47409.9557234771;53916.6898177891;65785.6066679875;7502.26182578291;8005.82548069108;4623.01116807686;3018.47173114701;4800.78367566498;0.309782608695652;0.28125;0.0792572463768116;0.140398550724638;0.189311594202899;"gaussian";-1.28306970605788e-12;-5.22841555950063e-12;2011
"91421";15612.8052333825;21539.4858932098;32514.1098346336;45587.6687396215;64548.9106598794;15612.8052333825;21539.4858932098;32514.1098346336;45587.6687396215;64548.9106598794;7424.70763840075;4275.26599664144;8230.88528027384;4107.65967681474;6249.93042330785;0.278410669630453;0.0440863202741502;0.274150226914884;0.154209502639622;0.249143280540891;"gaussian";-1.91155399234822e-13;-3.08457174896629e-12;2011
"91425";18870.3222142963;37034.7991036119;52376.2188481465;53700.2353027652;66764.5497541981;18870.3222142963;37034.7991036119;52376.2188481465;53700.2353027652;66764.5497541981;7476.66811008297;7265.5472281946;4351.57890334188;1376.56548880936;6742.60299002325;0.275089853469726;0.21316007741222;0.0746474979264584;0.277301631186066;0.159800940005529;"gaussian";-6.40523750773886e-13;-5.09314243946281e-12;2011
"91432";19503.8710136861;34300.4622857571;45461.9920995235;52259.1401910186;66979.3079037368;19503.8710136861;34300.4622857571;45461.9920995235;52259.1401910186;66979.3079037368;8388.5765542835;7741.93584801257;5894.5000051409;3489.09666989744;5256.73246714473;0.299407730673317;0.181889027431421;0.184850374064838;0.0646820448877806;0.269170822942643;"gaussian";-1.14962079989382e-12;-5.60729348325955e-12;2011
"91433";21863.2617929707;38996.9066145065;50887.4464175468;59305.0247207216;69294.8801178252;21863.2617929707;38996.9066145065;50887.4464175468;59305.0247207216;69294.8801178252;8177.17968979522;6727.80291491886;6599.90839817275;6193.17849012603;6899.22189471362;0.324752475247525;0.247524752475248;0.198019801980198;0.0693069306930693;0.16039603960396;"gaussian";-1.76521073261143e-13;-2.64835938433762e-12;2011
"91434";18019.8021292097;28527.4331767134;37981.6585813146;45426.8223414257;63218.5134064938;18019.8021292097;28527.4331767134;37981.6585813146;45426.8223414257;63218.5134064938;8177.70628868586;6286.1446045643;3321.82538629894;7958.46381591515;6513.98142273778;0.320620244630646;0.176731195222961;0.0519117788693056;0.277665414620052;0.173071366657036;"gaussian";-5.17693634135301e-13;-4.02985341067831e-12;2011
"91457";35115.5510428289;36272.8248246268;36883.1809856913;39373.2136529481;51892.7797506006;46885.1783909663;59082.1077016151;46960.1122925804;51117.1587777444;55280.5316481802;41478.8110153309;75962.9808896045;37008.294413085;42322.7654523438;20298.5211847749;0.0382409177820268;0.235181644359465;0.321223709369025;0.126195028680688;0.279158699808795;"lognormal";-3.91939249441135e-12;-2.49502194771693e-12;2011
"91458";23151.2979924977;45115.6321208924;58602.5796338171;60188.8076464683;76905.9112998843;23151.2979924977;45115.6321208924;58602.5796338171;60188.8076464683;76905.9112998843;9018.00588002801;8915.72212791443;5136.95780581236;5601.77193789184;6681.29360081255;0.313032886723508;0.307754770604953;0.10353227771011;0.0454730004060089;0.23020706455542;"gaussian";-1.50282110472824e-12;-4.56483820586968e-12;2011
"91461";25052.418333799;42952.6312636429;51977.9101161912;58620.6703364465;71145.5265905163;25052.418333799;42952.6312636429;51977.9101161912;58620.6703364465;71145.5265905163;9944.37402577605;7689.75834642587;3133.59989469035;6962.58965056043;7011.74136626718;0.308239230447512;0.278126306984525;0.0648264324550397;0.192388122124634;0.156419907988289;"gaussian";-2.09003059017805e-12;-4.18590143151236e-12;2011
"91471";24165.8403076858;40942.3010682844;46517.7612296216;59385.6694510392;65110.2813206513;29200.7621940429;58850.5087924654;71715.9178123141;83860.7714424006;68540.1302374893;19807.2157569961;60765.0222970563;84149.5392966859;83614.4566319755;22538.1361849311;0.476145679344174;0.0817094476548851;0.165165972315549;0.0408547238274425;0.236124176857949;"lognormal";-1.83910233821035e-11;-1.41853721275819e-13;2011
"91477";21065.195445107;41296.0472887973;56285.5070386344;58297.0724352733;71673.8481817176;21065.195445107;41296.0472887973;56285.5070386344;58297.0724352733;71673.8481817176;8752.36421613175;8323.73538129923;4891.98039712183;2973.85980766226;6174.00918110824;0.357806569820704;0.280198926842036;0.109278890197618;0.0255856563277058;0.227129956811936;"gaussian";-1.04119073210259e-12;-1.27902372159951e-12;2011
"91479";18583.5857404038;24852.9028671731;39980.1531848943;57164.3801453982;66319.2205411665;18583.5857404038;24852.9028671731;39980.1531848943;57164.3801453982;66319.2205411665;8548.29159512568;5589.18401388337;7524.96520096305;7401.96241812286;3739.37857089526;0.323326328429901;0.125187631341939;0.291504052836986;0.189132392674872;0.0708495947163014;"gaussian";-1.62431432905641e-12;-4.61589966519286e-12;2011
"91494";32405.4116534841;37341.9719412258;39271.588429446;42459.3885557339;53956.0646225767;32602.7115866483;88277.0885989223;47839.9300267635;56631.2949452713;55335.6352463403;3603.1592943577;189098.104897825;33281.1440055096;49981.9627173352;12593.028702928;0.0333778371161549;0.101468624833111;0.241210502892746;0.348909657320872;0.275033377837116;"lognormal";-4.82638728190172e-12;-9.24929543832496e-13;2011
"91511";16229.5129257184;24419.3243441045;31986.612689167;41373.988839305;47077.667157427;16229.5129257184;24419.3243441045;31986.612689167;41373.988839305;47077.667157427;5821.01883837085;8599.76823514776;2544.28552109415;748.012901204551;8322.35461337767;0.26226012793177;0.297441364605544;0.0980810234541578;0.0405117270788913;0.301705756929638;"gaussian";-3.9468488841477e-13;-3.24843680934574e-11;2011
"91514";29382.6230823509;31361.9067764742;31650.6472365421;32929.9194305666;51295.8280847567;41286.0405188684;45336.404853358;42122.8270110967;46815.2390021935;51673.3880986041;40753.2211893217;47326.6353145889;36991.6393051492;47307.1384745228;6281.0404900589;0.148979591836735;0.270408163265306;0.16530612244898;0.372448979591837;0.0428571428571429;"lognormal";-3.69676232023237e-12;-3.67209879146475e-12;2011
"91521";15981.3513840656;27303.9089059876;40889.7584541675;51030.1004062004;54624.9482652456;15981.3513840656;27303.9089059876;40889.7584541675;51030.1004062004;54624.9482652456;7526.26600302561;7027.68139285055;6566.13043619738;3949.54891399974;4419.81431487915;0.340666150271108;0.26289697908598;0.222308288148722;0.0407436096049574;0.133384972889233;"gaussian";-1.85111678195377e-12;-4.2815806526376e-12;2011
"91534";26007.8543985281;40942.4128364272;41714.013884023;42899.3246898342;61531.7975328477;26306.8127717251;63003.4245292881;57789.8310694153;63556.2109478995;65543.3799390011;4000.19168589898;73689.7335859939;55408.4376234337;69474.2866112177;24050.1313366341;0.0316040548598688;0.0810971973762671;0.467501490757305;0.169350029815146;0.250447227191413;"lognormal";-5.10435010932972e-11;-2.58093673743786e-12;2011
"91540";18148.2756657765;30430.3860198096;44261.6858132096;55462.8607566618;67136.3290182058;18148.2756657765;30430.3860198096;44261.6858132096;55462.8607566618;67136.3290182058;7239.766570859;6530.05076812433;7836.60505408907;3263.5652803191;6338.94255969798;0.269706007669365;0.161482743928419;0.308904985087346;0.046016190881977;0.213890072432893;"gaussian";-1.22811284486824e-12;-2.81444823184494e-12;2011
"91549";16003.3055721584;29597.8233378906;41926.5789769386;45310.722305575;60960.8032101373;16003.3055721584;29597.8233378906;41926.5789769386;45310.722305575;60960.8032101373;7664.52060719101;7963.66392425034;5810.7373485632;6512.61079608069;7034.01833240728;0.310124395300622;0.279025570145128;0.0415802810412347;0.173116793365584;0.196152960147431;"gaussian";-3.05058066300979e-12;-3.76384019854219e-12;2011
"91552";16510.4995901287;27189.379621923;33064.41801171;45430.3272930533;59383.8437303901;16510.4995901287;27189.379621923;33064.41801171;45430.3272930533;59383.8437303901;7566.67471686006;5385.88565818965;7994.4920669198;4505.24596777558;8700.19296859205;0.299212598425197;0.0454943132108486;0.278215223097113;0.150481189851269;0.226596675415573;"gaussian";-1.31558536163047e-13;-3.01560198114595e-12;2011
"91553";24315.1945271357;39205.5827915075;52424.697026024;60504.1854323003;80281.8922415884;24315.1945271357;39205.5827915075;52424.697026024;60504.1854323003;80281.8922415884;9773.95569325898;4572.70614343577;7882.61615579934;5347.44470398503;5067.96858255495;0.286330935251799;0.0869064748201439;0.242877697841727;0.0500719424460432;0.333812949640288;"gaussian";-5.00156118892083e-13;-3.30667563514581e-12;2011
"91570";21630.0772861855;24021.6884164669;28140.6804163053;32727.0666798525;34835.0845854439;21754.4438307833;44421.0137360455;37519.1503614455;41560.9779442723;40745.8791514391;2336.19506139582;69096.5576464549;33085.2389813555;32532.2916171519;24722.7039744207;0.0308133971291866;0.167464114832536;0.323636363636364;0.171004784688995;0.307081339712919;"lognormal";-4.33658840638721e-12;-3.98681763453331e-12;2011
"91573";23157.26873304;43401.1531668043;54004.3089762029;55611.9184372271;69890.8368769006;23157.26873304;43401.1531668043;54004.3089762029;55611.9184372271;69890.8368769006;9373.42571869955;8675.39939944787;4928.18984041982;5502.56452053102;6357.4786960476;0.330608537693006;0.299727520435967;0.116257947320618;0.0399636693914623;0.213442325158946;"gaussian";-6.77139141500148e-13;-9.53588108210852e-13;2011
"91577";32789.1516594128;36189.2992814009;41962.1324046186;43461.631931045;49321.6527762421;47379.8459379595;46045.3215126041;63655.454552406;61357.945167163;50599.7633818605;49420.2194185805;36222.925272748;72612.1384762913;61145.9596410803;11593.7618206581;0.138910812943962;0.22336227308603;0.0623520126282557;0.328729281767956;0.246645619573796;"lognormal";-3.34003160942015e-12;-1.16237880312314e-12;2011
"91579";25534.3246869474;42883.4823732389;45776.5930143042;60676.2177126582;75375.8710779927;25534.3246869474;42883.4823732389;45776.5930143042;60676.2177126582;75375.8710779927;9890.15705658692;6203.78727238049;6500.14753182688;5922.35832366749;5097.01825358792;0.351904090267983;0.0458392101551481;0.221438645980254;0.23342736248237;0.147390691114245;"gaussian";-1.46875512884354e-12;-3.62606758123176e-12;2011
"91587";18607.6678471267;36306.9592357278;49109.3965287507;53558.793340981;72072.108615905;18607.6678471267;36306.9592357278;49109.3965287507;53558.793340981;72072.108615905;7150.78778409958;7474.07801143825;2145.28450462222;5820.56198605895;5267.01404288411;0.234731420161884;0.282192788815305;0.0706401766004415;0.155261221486387;0.257174392935982;"gaussian";-7.73980710683512e-13;-4.83802776108679e-12;2011
"91589";17490.1287710988;29393.7675241753;43565.6546912378;49284.5552587691;65076.8695904711;17490.1287710988;29393.7675241753;43565.6546912378;49284.5552587691;65076.8695904711;8362.73595708655;8040.35211379202;6211.86217627386;3072.6860323362;4806.19202570087;0.271750805585392;0.21358754027927;0.17062298603652;0.0440923737916219;0.299946294307197;"gaussian";-2.45862919748252e-12;-5.74612226645961e-12;2011
"91600";28785.0949253058;37317.4519660234;45392.0213943276;56953.4375675764;57009.8265267085;36346.6393881156;52482.104880566;69703.9340895417;91457.8343306079;58720.8952302755;28021.9383074832;51898.2359777033;81230.1700288175;114913.653939569;14494.4253956001;0.331345064121682;0.103489412466448;0.354309573516254;0.0378765284819565;0.172979421413659;"lognormal";-5.40578507968099e-12;-8.4336257436953e-13;2011
"91617";23392.6432507932;39195.7838016748;46644.8321831524;60860.5622188151;74524.882693544;23392.6432507932;39195.7838016748;46644.8321831524;60860.5622188151;74524.882693544;9033.08880232275;619.737005203962;7244.66552063823;7829.97760994732;5560.47672447562;0.357328145265888;0.0246433203631647;0.282749675745785;0.24189364461738;0.0933852140077821;"gaussian";-2.91425757658418e-12;-1.184311795344e-11;2011
"91631";32650.770343945;48382.2154449314;48824.8239508166;59438.6930408796;62318.8578807463;38255.7997323131;84979.9110425924;85735.7876205397;64391.4171023763;62652.185072966;23358.0207038495;122708.21745137;123753.680509518;26828.3477620758;6488.6867109151;0.204525674499565;0.140992167101828;0.25674499564839;0.316797214969539;0.0809399477806789;"lognormal";-9.63475330825341e-12;-1.13341596110814e-12;2011
"91645";33079.0143100177;42267.945698841;47977.0935466278;49535.9231726828;69879.3223620972;46547.3255063089;65125.7521042708;76451.1308588211;76456.4600526018;72858.3696077098;46081.5544323094;76339.3194901335;94849.2619293709;89889.2856357743;21500.0165472178;0.463858029144424;0.165488385514356;0.0538161881402395;0.261434136488241;0.0554032607127399;"lognormal";-2.3665230513997e-11;-1.77310746366735e-12;2011
"91648";26809.4778306114;44861.8023369541;50851.7579693603;68010.4381325021;68978.2343819193;26809.4778306114;44861.8023369541;50851.7579693603;68010.4381325021;68978.2343819193;9165.28800440902;2464.47489070925;5302.3897062064;6035.34070887788;4210.10897716716;0.390461997019374;0.105812220566319;0.253353204172876;0.197466467958271;0.0529061102831595;"gaussian";-1.90001303256098e-11;-3.21663712724847e-11;2011
"91649";19802.6269642312;37749.3034685259;50018.423136053;51556.5411383097;64783.2218666185;19802.6269642312;37749.3034685259;50018.423136053;51556.5411383097;64783.2218666185;6833.0353793292;7009.2436397107;3407.84646700961;4435.22312645152;5963.33265710985;0.328840970350404;0.280323450134771;0.0269541778975741;0.148247978436658;0.215633423180593;"gaussian";-1.63161624471254e-13;-6.62827762905951e-12;2011
"91657";17431.0267762183;23163.1728869279;23699.1850823667;35974.1110751681;51880.9267074999;17431.0267762183;23163.1728869279;23699.1850823667;35974.1110751681;51880.9267074999;8642.39649751191;5338.22704663235;5185.57512454975;5930.96688123818;8337.4347930558;0.362789299669372;0.108506161707244;0.0387736699729486;0.234069732491734;0.255861136158702;"gaussian";-2.27700206140871e-12;-3.6451113994588e-12;2011
"91659";21470.124921575;35522.1399832299;40085.9399054799;51666.9608875484;66337.1897864708;21470.124921575;35522.1399832299;40085.9399054799;51666.9608875484;66337.1897864708;8407.28011345095;6650.29435207454;2538.38898007382;6825.6408756356;4749.16035466293;0.30152246565169;0.198663200891199;0.0475306349795767;0.293724470850353;0.158559227627182;"gaussian";-9.9914104987283e-13;-7.99458579067657e-12;2011
"91661";23834.0190742768;29283.3099850525;46245.3124217625;58997.112029446;72661.0125557369;23834.0190742768;29283.3099850525;46245.3124217625;58997.112029446;72661.0125557369;9468.57467909149;3636.8316674149;8151.74281789105;2348.49686874598;6375.59312084701;0.341259013837459;0.0329370493081271;0.292925355681154;0.0993958292730462;0.233482751900214;"gaussian";-3.85591889854202e-12;-5.84190354619074e-12;2011
"91665";20410.7833845093;37613.8527409888;53083.6508086499;68697.5492703693;72943.4087734227;20410.7833845093;37613.8527409888;53083.6508086499;68697.5492703693;72943.4087734227;8305.88983080529;5604.07199308028;6088.78406197577;4980.37747284908;6029.44699999665;0.315296566077003;0.218522372528616;0.249739854318418;0.0489073881373569;0.167533818938606;"gaussian";-1.29095800736737e-12;-2.81473920663773e-12;2011
"91666";21139.2176023319;41739.9131110038;48754.4074798018;55895.4455264815;71449.6495121274;21139.2176023319;41739.9131110038;48754.4074798018;55895.4455264815;71449.6495121274;8973.02083175861;8049.21400345139;5197.88906707493;3041.05210124142;6236.55715478658;0.297698589458055;0.202672605790646;0.0920564216778025;0.148478099480327;0.25909428359317;"gaussian";-1.71695902349169e-12;-7.63489196686714e-12;2011
"91667";32598.9581817059;40471.5862490976;40574.9492022476;56404.8188541938;65593.9150856974;36512.0672895068;51637.8247580206;63890.0853302407;196869.991883728;66869.9662116071;18419.0552033814;40918.8260526185;77710.5418568869;658329.995903707;13254.1025356256;0.339691444600281;0.0457223001402525;0.11164095371669;0.299579242636746;0.203366058906031;"lognormal";-4.21694319543961e-12;-2.872017283281e-13;2011
"91685";26965.1669785529;41246.7428402305;41663.4442153871;55052.1397830993;70806.9283492118;26965.1669785529;41246.7428402305;41663.4442153871;55052.1397830993;70806.9283492118;9886.44481214881;4535.38334266841;4548.40650174022;4743.10674728453;6555.94633288682;0.341846758349705;0.0432220039292731;0.121807465618861;0.253438113948919;0.239685658153242;"gaussian";-1.02108084403497e-11;-1.5198112139734e-11;2011
"91687";21146.1331908172;25402.565289476;27159.5642118957;29058.6087682799;29198.9587948716;21257.6873835886;38767.4431539894;30681.3440761361;46908.1291713252;40438.3998413041;2186.40441542395;44692.8580223117;16123.1627925138;59442.6701110056;38745.3955233725;0.0333064566147739;0.147615208087825;0.294858276995596;0.183774731749674;0.340445326552131;"lognormal";-7.5383668698339e-12;-3.54496560767184e-12;2011
"91689";22075.7350384125;41627.7486547629;49277.7772120912;61335.4837074343;77435.4824721199;22075.7350384125;41627.7486547629;49277.7772120912;61335.4837074343;77435.4824721199;9037.19120240424;8324.06693320411;4969.956742336;6014.8331163237;5423.26215769209;0.318518518518519;0.280864197530864;0.0496913580246914;0.216975308641975;0.133950617283951;"gaussian";-7.34337688346253e-13;-4.30772059584163e-12;2011
"91691";20635.0369162858;38418.5743953586;46382.5307252258;52047.5696492642;67565.5419559479;20635.0369162858;38418.5743953586;46382.5307252258;52047.5696492642;67565.5419559479;8767.84019903839;8777.61849683523;3501.44267372787;4504.62800359726;6226.00138150156;0.329209621993127;0.27807560137457;0.0399312714776632;0.115257731958763;0.237525773195876;"gaussian";-3.1186503335796e-13;-8.33567514250222e-13;2011
"91692";20033.6189317184;24352.0181206155;27671.463675742;31809.060811278;31926.6494028477;20458.1560980956;58957.586752655;40919.9219777231;34620.7419515984;51754.6517227813;4233.97554685116;129994.588242763;44577.9533185835;14874.7624900339;66031.2836251262;0.153137734311328;0.266666666666667;0.0225753871230644;0.192502037489813;0.365118174409128;"lognormal";-5.7793143322094e-12;-4.99257503945979e-12;2011
"92002";28515.5398355368;33520.8551898043;38450.7047480866;40673.289459758;57491.9708321416;37517.1078260508;46336.7054875019;55874.7337535045;62274.673046043;59084.2315629209;32076.4422325181;44222.3477619877;58911.4716132908;72202.4311279052;14001.5604251439;0.422752716496543;0.205597629239381;0.258281198551202;0.0810009878169246;0.03236746789595;"lognormal";-1.52903531654641e-12;-4.19190520443226e-13;2011
"92004";22681.2300342495;24879.5437173271;25909.3333219917;27455.7653611496;31031.4437857909;23222.5601035558;56761.8045253713;91078.7602572614;30667.2603326935;53677.2310588079;5103.86103093075;116397.438095291;306940.117617304;15260.5137838466;75761.0138714505;0.0438215643488628;0.253256248172227;0.116145142060153;0.338919757946595;0.247857287472162;"lognormal";-6.33234898552954e-12;-5.46248931338739e-13;2011
"92007";19174.4770210983;20849.4927721249;22187.8191036767;28704.1830736474;32284.1962815311;19775.1510587047;70201.8180592665;55609.6243407351;48657.8679613158;35255.854160155;4988.47006361499;225709.467784369;127800.619693686;66601.4104720641;15471.105814217;0.266290432147149;0.171709254324084;0.171029941997178;0.040131682081831;0.350838689449757;"lognormal";-1.21785713486792e-11;-4.19566750994576e-13;2011
"92009";26336.8429406163;28121.1210188642;31448.6784867015;36845.122191406;43386.7771666175;29473.76379217;59901.9141180966;56025.1524721789;64897.9679069115;53512.5912930763;14807.5100919655;112664.892323903;82599.8972855561;94100.5194151483;38634.3881951255;0.356420131862393;0.231281415235981;0.263463672563483;0.0990273516548077;0.0498074286833344;"lognormal";-1.18510695664056e-12;-8.49660532052907e-13;2011
"92012";24764.6040363886;27797.9108452739;29898.5093152813;35819.14824521;42556.8757653019;77317.4308400467;28642.3610140879;36718.8566832493;86924.5207624888;50561.1411161432;228675.020255163;7113.41618270047;26178.0076341614;192202.875243521;32435.8084787128;0.239970105109164;0.0619364892585113;0.444479781194842;0.200963633183329;0.0526499912541543;"lognormal";-1.72716942160973e-11;-1.24068338464654e-13;2011
"92014";28005.8650105093;31266.3529531438;34965.0851171095;37943.5451293595;40306.7220262985;31626.0219497195;62408.169777348;45459.1728691085;60086.0204499474;77463.7867241413;16591.9928562187;107806.994239094;37770.5071965778;73778.0478347202;127133.562769993;0.0357106417712478;0.245077032955821;0.48127742067136;0.177430874400571;0.0605040302009999;"lognormal";-1.57427458812358e-11;-5.75872468496659e-13;2011
"92019";21595.8015625866;24500.9009744431;24745.4292731389;34595.2879310955;36239.3276269206;21719.3082433051;27448.1840187999;61800.5045673253;58604.8515756107;48771.885303589;2326.17077742868;13862.1768674872;141430.870008615;80134.0394779139;43928.6012395175;0.0341660779654486;0.271466187142765;0.280200372487316;0.125489692376854;0.288677670027615;"lognormal";-3.59768941358886e-12;-1.56548152118928e-12;2011
